00001 | aes128 | Hashcod Variant 00001 - AES-128 Key | Symmetric Keys | 128 | 16 bytes → Base64 | 128 bits | FIPS 197
00205 | stripe_sk | Hashcod Variant 00205 - Stripe Secret Key | Tokens & Auth | STR | sk_live_ + 24 chars | ~143 bits | Stripe
00206 | stripe_pk | Hashcod Variant 00206 - Stripe Pub Key | Tokens & Auth | STR | pk_live_ + 24 chars | ~143 bits | Stripe
00207 | sendgrid | Hashcod Variant 00207 - SendGrid API Key | Tokens & Auth | SG | SG. + 22 + . + 43 chars | ~387 bits | SendGrid
00208 | mailgun | Hashcod Variant 00208 - Mailgun Key | Tokens & Auth | MG | key- + 32 hex | 128 bits | Mailgun
00209 | twilio | Hashcod Variant 00209 - Twilio Auth Token | Tokens & Auth | TW | 32 hex | 128 bits | Twilio
00210 | aws_akid | Hashcod Variant 00210 - AWS Access Key ID | Tokens & Auth | AWS | AKIA + 16 alphanumeric | ~95 bits | AWS IAM
00211 | aws_secret | Hashcod Variant 00211 - AWS Secret Key | Tokens & Auth | AWS | 40-char Base64-ish | ~240 bits | AWS IAM
00212 | gcp_sa | Hashcod Variant 00212 - GCP SA Key | Tokens & Auth | GCP | 40-byte hex | 320 bits | GCP
00213 | azure_sas | Hashcod Variant 00213 - Azure SAS Token | Tokens & Auth | AZ | sig= + Base64URL HMAC | 256 bits | Azure
00214 | do_pat | Hashcod Variant 00214 - DigitalOcean PAT | Tokens & Auth | DO | dop_v1_ + 64 hex | 256 bits | DigitalOcean
00215 | heroku | Hashcod Variant 00215 - Heroku API Key | Tokens & Auth | HRK | UUID v4 | 122 bits | Heroku
00216 | firebase | Hashcod Variant 00216 - Firebase Token | Tokens & Auth | FB | 164-char Base64URL | ~983 bits | Firebase
00217 | supabase | Hashcod Variant 00217 - Supabase Anon Key | Tokens & Auth | SUP | JWT-shaped 3 parts | ~256 bits | Supabase
00218 | oauth_code | Hashcod Variant 00218 - OAuth Auth Code | Tokens & Auth | CODE | 40-byte URL-safe | 320 bits | RFC 6749
00219 | pkce_ver | Hashcod Variant 00219 - PKCE Verifier | Tokens & Auth | PKCE | 43-128 char code verifier | ~256 bits | RFC 7636
00220 | pkce_chal | Hashcod Variant 00220 - PKCE Challenge | Tokens & Auth | PKCE | SHA256(verifier) → b64u | 256 bits | RFC 7636
00221 | pkce_pair | Hashcod Variant 00221 - PKCE Pair Real | Tokens & Auth | S256 | verifier + SHA-256 challenge | 512 bits | RFC 7636
00222 | magic_link | Hashcod Variant 00222 - Magic Link Token | Tokens & Auth | MAGIC | 48-byte Base64URL | 384 bits | Custom
00223 | reset_pwd | Hashcod Variant 00223 - Password Reset Tok | Tokens & Auth | RST | 32-byte Base64URL + ttl | 256 bits | Custom
00224 | verify_email | Hashcod Variant 00224 - Email Verify Token | Tokens & Auth | VFY | 32-byte URL-safe | 256 bits | Custom
00225 | totp_uri | Hashcod Variant 00225 - TOTP otpauth URI | Tokens & Auth | OTP | otpauth://totp/... | 160 bits | Google Auth
00226 | webauthn | Hashcod Variant 00226 - WebAuthn Cred ID | Tokens & Auth | WAN | 64 random bytes | 512 bits | WebAuthn
00227 | fido_chal | Hashcod Variant 00227 - FIDO Challenge | Tokens & Auth | FIDO | 32 random bytes b64u | 256 bits | FIDO 2
00228 | apns_dev | Hashcod Variant 00228 - APNs Device Token | Tokens & Auth | APNS | 64-char hex | 256 bits | APNs
00229 | fcm_token | Hashcod Variant 00229 - FCM Reg Token | Tokens & Auth | FCM | ~152 char URL-safe | ~256 bits | FCM
00230 | jwt_full | Hashcod Variant 00230 - JWT HS256 Signed | Tokens & Auth | JWT | WebCrypto HMAC-SHA-256 | 512 bits | RFC 7519
00231 | jwt_hs256_real | Hashcod Variant 00231 - JWT Access Real | Tokens & Auth | HS256 | claims + real HMAC signature | 512 bits | RFC 7519
00232 | paseto_v4 | Hashcod Variant 00232 - PASETO v4.local | Tokens & Auth | PAS | v4.local. + b64 | 256 bits | PASETO
00233 | paseto_pub | Hashcod Variant 00233 - PASETO v4.public | Tokens & Auth | PAS | v4.public. + b64 | 256 bits | PASETO
00234 | macaroon | Hashcod Variant 00234 - Macaroon | Tokens & Auth | MAC | Base64URL macaroon | 256 bits | Macaroons
00235 | biscuit | Hashcod Variant 00235 - Biscuit Token | Tokens & Auth | BSC | Base64 biscuit | 256 bits | Biscuit
00236 | sas_token | Hashcod Variant 00236 - Generic SAS Token | Tokens & Auth | SAS | sig=...&se=...&sr=... | 256 bits | Custom
00237 | ticket | Hashcod Variant 00237 - Ticket Token | Tokens & Auth | TKT | 32-byte Base32 | 256 bits | Custom
00238 | voucher | Hashcod Variant 00238 - Voucher Code | Tokens & Auth | VCH | XXXX-XXXX block format | ~80 bits | Custom
00239 | coupon | Hashcod Variant 00239 - Coupon Code | Tokens & Auth | CPN | 8-char Base32 Crockford | ~40 bits | Custom
00240 | gift_card | Hashcod Variant 00240 - Gift Card Code | Tokens & Auth | GFT | XXXX-XXXX-XXXX-XXXX | ~80 bits | Custom
00241 | tracking | Hashcod Variant 00241 - Tracking ID | Tokens & Auth | TRK | 12-char alphanumeric | ~71 bits | Custom
00242 | order_no | Hashcod Variant 00242 - Order Number | Tokens & Auth | ORD | OCG-YYYYMMDD-XXXXX | ~30 bits | Custom
00243 | tx_id | Hashcod Variant 00243 - Transaction ID | Tokens & Auth | TXN | 32-char hex | 128 bits | Custom
00244 | didkey | Hashcod Variant 00244 - did:key | Tokens & Auth | DID | did:key:z + base58btc | 256 bits | W3C DID
00245 | didweb | Hashcod Variant 00245 - did:web | Tokens & Auth | DID | did:web:domain:id | ~71 bits | W3C DID
00246 | vc_jwt | Hashcod Variant 00246 - Verifiable Cred JWT | Tokens & Auth | VC | eyJ... 3-part JWT | 256 bits | W3C VC
00247 | btc_addr | Hashcod Variant 00247 - BTC Address | Tokens & Auth | BTC | bc1q... bech32 | 160 bits | BIP-173
00248 | eth_addr | Hashcod Variant 00248 - ETH Address | Tokens & Auth | ETH | 0x + 40 hex | 160 bits | EIP-55
00249 | sol_addr | Hashcod Variant 00249 - Solana Address | Tokens & Auth | SOL | Base58 32-byte | 256 bits | Solana
00250 | mnemonic12 | Hashcod Variant 00250 - Mnemonic (12w) | Tokens & Auth | BIP39 | 12 BIP-39 words | 128 bits | BIP-39
00251 | mnemonic24 | Hashcod Variant 00251 - Mnemonic (24w) | Tokens & Auth | BIP39 | 24 BIP-39 words | 256 bits | BIP-39
00252 | qr_secret | Hashcod Variant 00252 - QR Auth Secret | Tokens & Auth | QR | 32-byte Base32 + URI | 256 bits | Custom
00253 | one_time | Hashcod Variant 00253 - One-time Use Token | Tokens & Auth | OTU | 32-byte Base64URL | 256 bits | Custom
00254 | device_id | Hashcod Variant 00254 - Device Token | Tokens & Auth | DEV | UUIDv4 device id | 122 bits | Custom
00255 | install_id | Hashcod Variant 00255 - Install ID | Tokens & Auth | INST | UUIDv7 (sortable) | 74 bits | Custom
00256 | aead_token_envelope | Hashcod Variant 00256 - AEAD Token Envelope | Tokens & Auth | GCM | AES-256-GCM + AAD | 256 bits | NIST SP 800-38D
00257 | token_fingerprint | Hashcod Variant 00257 - Token Fingerprint | Tokens & Auth | HASH | salted SHA-256 record | 256 bits | OWASP
00258 | hmac_signed_url | Hashcod Variant 00258 - HMAC Signed URL | Tokens & Auth | HMAC | HMAC-SHA-256 signature | 256 bits | RFC 2104
00259 | tokenization_packet | Hashcod Variant 00259 - Tokenization Packet | Tokens & Auth | TOK | vault token + HMAC proof | 256 bits | PCI tokenization pattern
00260 | refresh_rotation_pair | Hashcod Variant 00260 - Refresh Rotation Pair | Tokens & Auth | ROT | current/next + SHA-256 | 768 bits | OAuth BCP
00261 | dpop_nonce | Hashcod Variant 00261 - DPoP Nonce Packet | Tokens & Auth | DPoP | nonce + JWK thumbprint seed | 256 bits | RFC 9449
00262 | introspection_record | Hashcod Variant 00262 - Introspection Record | Tokens & Auth | INT | JSON token status record | 256 bits | RFC 7662
00263 | password | Hashcod Variant 00263 - Strong Password | Passwords | PWD | CSPRNG all charsets | ~5.95 b/ch | NIST SP 800-63B
00264 | pwd_pron | Hashcod Variant 00264 - Pronounceable PW | Passwords | PRO | CV-CV pattern | ~3.5 b/ch | Custom
00265 | passphrase | Hashcod Variant 00265 - Passphrase | Passwords | EFF | EFF wordlist (7776 words) | ~12.9 b/word | EFF Diceware
00266 | passphrase_b | Hashcod Variant 00266 - BIP-39 Phrase | Passwords | BIP | BIP-39 wordlist (2048) | 11 b/word | BIP-39
00267 | pwd_alpha | Hashcod Variant 00267 - Alpha Only | Passwords | ABC | CSPRNG letters only | ~5.7 b/ch | Custom
00268 | pwd_alphanum | Hashcod Variant 00268 - Alphanumeric | Passwords | A1 | CSPRNG letters+digits | ~5.95 b/ch | Custom
00269 | pwd_numeric | Hashcod Variant 00269 - Numeric Code | Passwords | 123 | CSPRNG digits | ~3.32 b/ch | Custom
00270 | pwd_xkcd | Hashcod Variant 00270 - XKCD Style | Passwords | 4W | 4 random common words | ~44 bits | xkcd 936
00271 | pwd_emoji | Hashcod Variant 00271 - Mixed-Symbol PW | Passwords | SYM | CSPRNG with symbol weighting | ~6.5 b/ch | Custom
00272 | wifi_wpa2 | Hashcod Variant 00272 - Wi-Fi WPA2/3 | Passwords | WIFI | 63-char WPA-PSK | ~375 bits | IEEE 802.11i
00273 | random_hex | Hashcod Variant 00273 - Random Hex | Encoding & Bytes | HEX | bytes → hexadecimal | 4 b/ch | Custom
00274 | random_b64 | Hashcod Variant 00274 - Base64 | Encoding & Bytes | B64 | bytes → Base64 | 6 b/ch | RFC 4648
00275 | random_b64u | Hashcod Variant 00275 - Base64URL | Encoding & Bytes | B64U | bytes → URL-safe B64 | 6 b/ch | RFC 4648 §5
00276 | random_b32 | Hashcod Variant 00276 - Base32 | Encoding & Bytes | B32 | bytes → Base32 | 5 b/ch | RFC 4648
00277 | random_b32c | Hashcod Variant 00277 - Crockford B32 | Encoding & Bytes | B32C | bytes → Crockford | 5 b/ch | Crockford
00278 | random_b58 | Hashcod Variant 00278 - Base58 | Encoding & Bytes | B58 | bytes → Base58 | ~5.86 b/ch | Bitcoin
00279 | random_b62 | Hashcod Variant 00279 - Base62 | Encoding & Bytes | B62 | bytes → Base62 | ~5.95 b/ch | Custom
00280 | random_b85 | Hashcod Variant 00280 - Base85 (Z85) | Encoding & Bytes | B85 | bytes → ZeroMQ Z85 | ~6.4 b/ch | ZeroMQ Z85
00281 | random_bin | Hashcod Variant 00281 - Binary String | Encoding & Bytes | BIN | bytes → 0/1 | 1 b/ch | Custom
00282 | random_oct | Hashcod Variant 00282 - Octal | Encoding & Bytes | OCT | bytes → octal | 3 b/ch | Custom
00283 | random_bytes | Hashcod Variant 00283 - Raw Bytes (\x..) | Encoding & Bytes | RAW | bytes → \xNN escapes | 8 b/ch | Custom
00284 | random_emoji | Hashcod Variant 00284 - Emoji Hash | Encoding & Bytes | EMO | bytes → emoji alphabet | ~7 b/ch | ecoji
00285 | kyber512 | Hashcod Variant 00285 - Kyber-512 Seed | Post-Quantum | KYB | CRYSTALS-Kyber | 128-bit PQ | NIST FIPS 203
00286 | kyber768 | Hashcod Variant 00286 - Kyber-768 Seed | Post-Quantum | KYB | CRYSTALS-Kyber | 192-bit PQ | NIST FIPS 203
00287 | kyber1024 | Hashcod Variant 00287 - Kyber-1024 Seed | Post-Quantum | KYB | CRYSTALS-Kyber | 256-bit PQ | NIST FIPS 203
00288 | dilithium2 | Hashcod Variant 00288 - Dilithium-2 | Post-Quantum | DIL | CRYSTALS-Dilithium | 128-bit PQ | NIST FIPS 204
00289 | dilithium3 | Hashcod Variant 00289 - Dilithium-3 | Post-Quantum | DIL | CRYSTALS-Dilithium | 192-bit PQ | NIST FIPS 204
00290 | dilithium5 | Hashcod Variant 00290 - Dilithium-5 | Post-Quantum | DIL | CRYSTALS-Dilithium | 256-bit PQ | NIST FIPS 204
00291 | falcon512 | Hashcod Variant 00291 - Falcon-512 | Post-Quantum | FAL | NTRU lattice | 128-bit PQ | NIST FN-DSA
00292 | falcon1024 | Hashcod Variant 00292 - Falcon-1024 | Post-Quantum | FAL | NTRU lattice | 256-bit PQ | NIST FN-DSA
00293 | sphincs | Hashcod Variant 00293 - SPHINCS+ Seed | Post-Quantum | SPH | Hash-based signatures | 256 bits | NIST FIPS 205
00294 | frodo640 | Hashcod Variant 00294 - FrodoKEM-640 | Post-Quantum | FRO | Plain LWE | 128-bit PQ | NIST Alt
00295 | frodo976 | Hashcod Variant 00295 - FrodoKEM-976 | Post-Quantum | FRO | Plain LWE | 192-bit PQ | NIST Alt
00296 | classic_mc | Hashcod Variant 00296 - Classic McEliece | Post-Quantum | CME | Goppa code-based | 128-bit PQ | NIST Round 4
00297 | bike1 | Hashcod Variant 00297 - BIKE-1 | Post-Quantum | BIK | Bit-flipping KEM | 128-bit PQ | NIST Alt
00298 | hqc128 | Hashcod Variant 00298 - HQC-128 | Post-Quantum | HQC | Hamming Quasi-Cyclic | 128-bit PQ | NIST Alt
00299 | mlkem512_hyb | Hashcod Variant 00299 - ML-KEM-512 + X25519 | Modern & Hardened | HYB | Kyber-512 ⊕ X25519 | 128+256 bits | NIST FIPS 203 + RFC 7748
00300 | mlkem768_hyb | Hashcod Variant 00300 - ML-KEM-768 + X25519 | Modern & Hardened | HYB | Kyber-768 ⊕ X25519 | 192+256 bits | NIST FIPS 203 + RFC 7748
00301 | mlkem1024_hyb | Hashcod Variant 00301 - ML-KEM-1024 + X448 | Modern & Hardened | HYB | Kyber-1024 ⊕ X448 | 256+224 bits | NIST FIPS 203 + RFC 7748
00302 | mldsa44_hyb | Hashcod Variant 00302 - ML-DSA-44 + Ed25519 | Modern & Hardened | HYB | Dilithium-2 ⊕ Ed25519 | 128+128 bits | NIST FIPS 204 + RFC 8032
00303 | mldsa65_hyb | Hashcod Variant 00303 - ML-DSA-65 + Ed25519 | Modern & Hardened | HYB | Dilithium-3 ⊕ Ed25519 | 192+128 bits | NIST FIPS 204
00304 | mldsa87_hyb | Hashcod Variant 00304 - ML-DSA-87 + Ed448 | Modern & Hardened | HYB | Dilithium-5 ⊕ Ed448 | 256+224 bits | NIST FIPS 204
00305 | slhdsa128s | Hashcod Variant 00305 - SLH-DSA-128s | Modern & Hardened | HBS | SPHINCS+ small 128 | 128 bits | NIST FIPS 205
00306 | slhdsa128f | Hashcod Variant 00306 - SLH-DSA-128f | Modern & Hardened | HBS | SPHINCS+ fast 128 | 128 bits | NIST FIPS 205
00307 | slhdsa192s | Hashcod Variant 00307 - SLH-DSA-192s | Modern & Hardened | HBS | SPHINCS+ small 192 | 192 bits | NIST FIPS 205
00308 | slhdsa256s | Hashcod Variant 00308 - SLH-DSA-256s | Modern & Hardened | HBS | SPHINCS+ small 256 | 256 bits | NIST FIPS 205
00309 | xmss | Hashcod Variant 00309 - XMSS Seed | Modern & Hardened | HBS | eXtended Merkle Sig | 256 bits | RFC 8391
00310 | lms | Hashcod Variant 00310 - LMS Key | Modern & Hardened | HBS | Leighton-Micali Sig | 256 bits | RFC 8554
00311 | xmssmt | Hashcod Variant 00311 - XMSS-MT Key | Modern & Hardened | HBS | XMSS Multi-Tree | 256 bits | RFC 8391
00312 | hsslms | Hashcod Variant 00312 - HSS/LMS Key | Modern & Hardened | HBS | Hierarchical Sig System | 256 bits | RFC 8554
00313 | kyber_x448 | Hashcod Variant 00313 - Kyber768 + X448 | Modern & Hardened | HYB | Kyber-768 ⊕ X448 | 192+224 bits | CFRG Hybrid
00314 | pqxdh | Hashcod Variant 00314 - PQXDH Pre-key | Modern & Hardened | PQXDH | Signal PQXDH | 256+128 bits | Signal PQXDH
00315 | shamir3of5 | Hashcod Variant 00315 - Shamir 3-of-5 Share | Modern & Hardened | SSS | GF(256) polynomial share | 256 bits | Shamir 1979
00316 | shamir5of9 | Hashcod Variant 00316 - Shamir 5-of-9 Share | Modern & Hardened | SSS | GF(256) polynomial share | 256 bits | Shamir 1979
00317 | feldman_vss | Hashcod Variant 00317 - Feldman VSS Share | Modern & Hardened | VSS | Verifiable secret share | 256 bits | Feldman 1987
00318 | pedersen_vss | Hashcod Variant 00318 - Pedersen VSS Share | Modern & Hardened | VSS | Pedersen commitment share | 256 bits | Pedersen 1991
00319 | frost | Hashcod Variant 00319 - FROST Signing Share | Modern & Hardened | TSS | FROST t-of-n (Schnorr) | 256 bits | IRTF FROST Draft
00320 | gg20 | Hashcod Variant 00320 - GG20 ECDSA Share | Modern & Hardened | TSS | GG20 t-of-n ECDSA | 256 bits | GG20 Paper
00321 | cgg21 | Hashcod Variant 00321 - CGG21 ECDSA Share | Modern & Hardened | TSS | CGG21 t-of-n ECDSA | 256 bits | CGG21 Paper
00322 | mpc_seed | Hashcod Variant 00322 - MPC Wallet Seed | Modern & Hardened | MPC | Multi-party shard | 256 bits | MPC Wallet
00323 | tss_dkg | Hashcod Variant 00323 - TSS DKG Share | Modern & Hardened | DKG | Distributed Key Generation | 256 bits | DKG Protocol
00324 | spdz_share | Hashcod Variant 00324 - SPDZ MAC Share | Modern & Hardened | MPC | SPDZ authenticated share | 128 bits | SPDZ Protocol
00325 | bgw_share | Hashcod Variant 00325 - BGW Share | Modern & Hardened | MPC | BGW polynomial share | 256 bits | BGW Protocol
00326 | beaver_triple | Hashcod Variant 00326 - Beaver Triple | Modern & Hardened | MPC | (a, b, c=ab) shares | 256 bits | Beaver 1991
00327 | gg18 | Hashcod Variant 00327 - GG18 Threshold Sig | Modern & Hardened | TSS | GG18 ECDSA share | 256 bits | GG18 Paper
00328 | lindell17 | Hashcod Variant 00328 - Lindell17 Share | Modern & Hardened | TSS | 2-of-2 ECDSA share | 256 bits | Lindell 2017
00329 | doerner18 | Hashcod Variant 00329 - Doerner18 Share | Modern & Hardened | TSS | 2P-ECDSA OT-based | 256 bits | Doerner 2018
00330 | zk_groth16_pk | Hashcod Variant 00330 - Groth16 Proving Key | Modern & Hardened | ZK | BN254 trusted setup | ~256 bits | Groth 2016
00331 | zk_plonk_pk | Hashcod Variant 00331 - PLONK Proving Key | Modern & Hardened | ZK | KZG trusted setup | ~256 bits | PLONK Paper
00332 | zk_halo2_pk | Hashcod Variant 00332 - Halo2 Proving Key | Modern & Hardened | ZK | Pasta curves IPA | ~255 bits | Halo2
00333 | zk_stark_seed | Hashcod Variant 00333 - STARK Seed | Modern & Hardened | ZK | FRI commitment seed | 256 bits | StarkWare
00334 | zk_bulletproof | Hashcod Variant 00334 - Bulletproof Range | Modern & Hardened | ZK | Pedersen commit + IPA | 256 bits | Bulletproofs
00335 | zk_nova | Hashcod Variant 00335 - Nova Folding Seed | Modern & Hardened | ZK | Folding scheme | 256 bits | Nova 2022
00336 | zk_sonic | Hashcod Variant 00336 - Sonic SRS | Modern & Hardened | ZK | Updatable SRS | 256 bits | Sonic 2019
00337 | zk_marlin | Hashcod Variant 00337 - Marlin SRS | Modern & Hardened | ZK | Marlin universal SRS | 256 bits | Marlin 2020
00338 | zk_aurora | Hashcod Variant 00338 - Aurora Seed | Modern & Hardened | ZK | Aurora R1CS proof | 256 bits | Aurora 2018
00339 | zk_ligero | Hashcod Variant 00339 - Ligero Seed | Modern & Hardened | ZK | Ligero IOP | 256 bits | Ligero 2017
00340 | zk_spartan | Hashcod Variant 00340 - Spartan Seed | Modern & Hardened | ZK | Spartan transparent | 256 bits | Spartan 2019
00341 | zk_brakedown | Hashcod Variant 00341 - Brakedown Seed | Modern & Hardened | ZK | Tensor commitment | 256 bits | Brakedown 2023
00342 | zk_binius | Hashcod Variant 00342 - Binius Seed | Modern & Hardened | ZK | Binary tower fields | 256 bits | Binius 2024
00343 | zk_lasso | Hashcod Variant 00343 - Lasso Lookup Seed | Modern & Hardened | ZK | Lasso lookup arg | 256 bits | Lasso 2023
00344 | zk_jolt | Hashcod Variant 00344 - Jolt zkVM Seed | Modern & Hardened | ZK | Jolt RISC-V zkVM | 256 bits | Jolt 2023
00345 | ascon128a | Hashcod Variant 00345 - Ascon-128a Key | Modern & Hardened | LWC | 128-bit key + 128-bit nonce | 128 bits | NIST LWC 2023
00346 | ascon80pq | Hashcod Variant 00346 - Ascon-80pq Key | Modern & Hardened | LWC | 160-bit key | 160 bits | NIST LWC
00347 | isap | Hashcod Variant 00347 - ISAP-A-128a Key | Modern & Hardened | LWC | 128-bit key + nonce | 128 bits | NIST LWC
00348 | photon_beetle | Hashcod Variant 00348 - Photon-Beetle Key | Modern & Hardened | LWC | 128-bit key | 128 bits | NIST LWC
00349 | romulus | Hashcod Variant 00349 - Romulus-N Key | Modern & Hardened | LWC | 128-bit key + 128 nonce | 128 bits | NIST LWC
00350 | tinyjambu | Hashcod Variant 00350 - TinyJAMBU Key | Modern & Hardened | LWC | 128-bit key | 128 bits | NIST LWC
00351 | sparkle | Hashcod Variant 00351 - SPARKLE Key | Modern & Hardened | LWC | 256-bit key | 256 bits | NIST LWC
00352 | hbsh | Hashcod Variant 00352 - HBSH Tweakable Key | Modern & Hardened | AEAD | Hash-Block-Stream-Hash | 256 bits | Adiantum/HCTR2
00353 | adiantum | Hashcod Variant 00353 - Adiantum Key | Modern & Hardened | FDE | XChaCha12 + AES + NH | 256 bits | Adiantum
00354 | hctr2 | Hashcod Variant 00354 - HCTR2 Key | Modern & Hardened | FDE | AES + POLYVAL + XCTR | 256 bits | HCTR2
00355 | morus_aead | Hashcod Variant 00355 - MORUS-1280 AEAD | Modern & Hardened | AEAD | 256-bit key + 128 nonce | 256 bits | CAESAR
00356 | colm | Hashcod Variant 00356 - COLM Key | Modern & Hardened | AEAD | AES-COLM tweakable | 128 bits | CAESAR
00357 | jambu | Hashcod Variant 00357 - JAMBU-AES Key | Modern & Hardened | AEAD | 128-bit AES JAMBU | 128 bits | CAESAR
00358 | acorn | Hashcod Variant 00358 - ACORN-128 Key | Modern & Hardened | AEAD | 128-bit stream AEAD | 128 bits | CAESAR
00359 | norx | Hashcod Variant 00359 - NORX-32-4-1 Key | Modern & Hardened | AEAD | NORX permutation AEAD | 128 bits | NORX
00360 | blake3_keyed | Hashcod Variant 00360 - BLAKE3 (keyed) | Modern & Hardened | KMAC | BLAKE3 with 256-bit key | 256 bits | BLAKE3 Spec
00361 | blake3_xof | Hashcod Variant 00361 - BLAKE3 XOF | Modern & Hardened | XOF | BLAKE3 extendable output | ~256 bits | BLAKE3 Spec
00362 | blake3_kdf | Hashcod Variant 00362 - BLAKE3 KDF | Modern & Hardened | KDF | derive_key context KDF | 256 bits | BLAKE3 Spec
00363 | k12 | Hashcod Variant 00363 - KangarooTwelve | Modern & Hardened | XOF | K12 12-round Keccak | 128 bits | K12 Spec
00364 | m14 | Hashcod Variant 00364 - MarsupilamiFourteen | Modern & Hardened | XOF | M14 14-round Keccak | 256 bits | M14 Spec
00365 | turboshake128 | Hashcod Variant 00365 - TurboSHAKE-128 | Modern & Hardened | XOF | TurboSHAKE 12-round | 128 bits | IRTF Draft
00366 | turboshake256 | Hashcod Variant 00366 - TurboSHAKE-256 | Modern & Hardened | XOF | TurboSHAKE 12-round | 256 bits | IRTF Draft
00367 | kmac_xof | Hashcod Variant 00367 - KMAC-XOF-256 | Modern & Hardened | XOF | KMAC variable output | 256 bits | NIST SP 800-185
00368 | parallelhash | Hashcod Variant 00368 - ParallelHash-256 | Modern & Hardened | PAR | cSHAKE parallel | 256 bits | NIST SP 800-185
