index,id,category_id,category,name,badge,engine,entropy,standard,about
"155","catena","macs","MACs & KDFs","Hashcod Variant 00155 - Catena","KDF","Catena BRH","256 bits","PHC","PHC password-hashing finalist."
"156","lyra2","macs","MACs & KDFs","Hashcod Variant 00156 - Lyra2","KDF","Lyra2 sponge","256 bits","PHC","Memory-hard PHC finalist. Vertcoin uses it."
"157","yescrypt","macs","MACs & KDFs","Hashcod Variant 00157 - yescrypt","KDF","yescrypt N=4096","256 bits","PHC","Default password hash on modern Linux distros."
"158","pufferfish","macs","MACs & KDFs","Hashcod Variant 00158 - Pufferfish2","KDF","Pufferfish2 cost=15","256 bits","Pufferfish","bcrypt successor with tunable memory."
"159","concat_kdf","macs","MACs & KDFs","Hashcod Variant 00159 - Concat-KDF","KDF","NIST single-step KDF","256 bits","NIST SP 800-56C","Single-step KDF over hash. JWE A128KW."
"160","x963_kdf","macs","MACs & KDFs","Hashcod Variant 00160 - X9.63 KDF","KDF","ANSI X9.63 KDF","256 bits","ANSI X9.63","X9.63 hash-based KDF for ECC."
"161","kbkdf_ctr","macs","MACs & KDFs","Hashcod Variant 00161 - KBKDF-CTR","KDF","KBKDF counter mode","256 bits","NIST SP 800-108","Key-based KDF, counter mode."
"162","kbkdf_fb","macs","MACs & KDFs","Hashcod Variant 00162 - KBKDF-Feedback","KDF","KBKDF feedback mode","256 bits","NIST SP 800-108","Key-based KDF, feedback mode."
"163","sshkdf","macs","MACs & KDFs","Hashcod Variant 00163 - SSH-KDF","SSH","SSH key derivation","256 bits","RFC 4253","KDF used in SSH-2 key exchange."
"164","tlsprf12","macs","MACs & KDFs","Hashcod Variant 00164 - TLS 1.2 PRF","TLS","TLS 1.2 P_SHA256","256 bits","RFC 5246","Pseudo-random function used in TLS 1.2."
"165","tlskdf13","macs","MACs & KDFs","Hashcod Variant 00165 - TLS 1.3 KDF","TLS","HKDF-Expand-Label","256 bits","RFC 8446","TLS 1.3 key schedule output."
"166","sigmamac","macs","MACs & KDFs","Hashcod Variant 00166 - SIGMA MAC","MAC","SIGMA-style MAC","256-bit MAC","IETF","SIGMA protocol family MAC."
"167","umac","macs","MACs & KDFs","Hashcod Variant 00167 - UMAC","MAC","UMAC universal hash","128-bit MAC","RFC 4418","Very fast universal-hash-based MAC."
"168","vmac","macs","MACs & KDFs","Hashcod Variant 00168 - VMAC","MAC","VMAC over AES","128-bit MAC","VMAC Spec","High-performance MAC for 64-bit CPUs."
"169","cbcmac","macs","MACs & KDFs","Hashcod Variant 00169 - CBC-MAC","MAC","CBC-MAC AES","128-bit MAC","ISO/IEC 9797","Legacy MAC. Insecure for variable-length."
"170","pmac","macs","MACs & KDFs","Hashcod Variant 00170 - PMAC","MAC","PMAC parallelizable","128-bit MAC","PMAC","Parallelizable AES-based MAC."
"171","ocb_mac","macs","MACs & KDFs","Hashcod Variant 00171 - OCB-MAC","MAC","OCB authenticator","128-bit MAC","RFC 7253","Authentication-only OCB mode."
"172","cha_poly_mac","macs","MACs & KDFs","Hashcod Variant 00172 - Poly1305-AES","MAC","Poly1305 with AES","128-bit MAC","Poly1305-AES","Original Poly1305 with AES nonce derivation."
"173","uuid4","identifiers","Identifiers","Hashcod Variant 00173 - UUID v4","RFC","RFC 4122 random","122 bits","RFC 4122","Random UUID. The default everywhere — Postgres, Mongo, k8s."
"174","uuid7","identifiers","Identifiers","Hashcod Variant 00174 - UUID v7","TIME","time-ordered + 74 random","74 bits","RFC 9562","Time-sortable UUID. Index-friendly replacement for UUID v4."
"175","uuid1","identifiers","Identifiers","Hashcod Variant 00175 - UUID v1","MAC","time + node ID","60 bits","RFC 4122","Time + MAC-based. Leaks generation host — privacy concern."
"176","uuid3","identifiers","Identifiers","Hashcod Variant 00176 - UUID v3","MD5","MD5(namespace+name)","N/A","RFC 4122","Namespace-hashed (MD5). Deterministic — same input, same UUID."
"177","uuid5","identifiers","Identifiers","Hashcod Variant 00177 - UUID v5","SHA1","SHA1(namespace+name)","N/A","RFC 4122","Like v3 but SHA-1. Preferred deterministic UUID."
"178","ulid","identifiers","Identifiers","Hashcod Variant 00178 - ULID","26","48-bit time + 80 random","80 bits","ulid spec","Lexicographically sortable. Crockford Base32, no dashes."
"179","nanoid","identifiers","Identifiers","Hashcod Variant 00179 - NanoID","21","21-char URL-safe alphabet","~126 bits","nanoid spec","Smaller, URL-safe alternative to UUID. Default 21 characters."
"180","cuid2","identifiers","Identifiers","Hashcod Variant 00180 - CUID2","24","time + counter + fingerprint","~95 bits","cuid2 spec","Collision-resistant, secure-by-default, no MAC leak."
"181","ksuid","identifiers","Identifiers","Hashcod Variant 00181 - KSUID","27","32-bit time + 128 random","128 bits","Segment","K-sortable UID, 27 chars Base62. Used at Segment."
"182","snowflake","identifiers","Identifiers","Hashcod Variant 00182 - Snowflake ID","64","time + worker + sequence","~22 bits/ms","Twitter","Twitter-style 64-bit time-ordered ID. Sharded distributed."
"183","objectid","identifiers","Identifiers","Hashcod Variant 00183 - Mongo ObjectID","12B","time + machine + counter","~40 bits","BSON","12-byte MongoDB document ID."
"184","shortid","identifiers","Identifiers","Hashcod Variant 00184 - Short ID","12","12-char URL-safe","~71 bits","Custom","Compact URL-safe ID. Drop-in for short links."
"185","apikey","tokens","Tokens & Auth","Hashcod Variant 00185 - API Key","KEY","CSPRNG uniform alpha","~5.95 b/ch","NIST SP 800-90A","Bearer credential for service-to-service auth. Treat like a password."
"186","bearer","tokens","Tokens & Auth","Hashcod Variant 00186 - Bearer Token","B64","48 bytes → Base64URL","384 bits","RFC 6750","OAuth 2.0 access token. Carries identity in the Authorization header."
"187","jwt_secret","tokens","Tokens & Auth","Hashcod Variant 00187 - JWT Secret","HS256","64 bytes → Base64","512 bits","RFC 7519","HMAC secret for HS256 JWTs. Must be ≥32 bytes per RFC 7518."
"188","session","tokens","Tokens & Auth","Hashcod Variant 00188 - Session Token","SID","32 bytes → hex","256 bits","OWASP ASVS","Server-side session identifier. Set via Set-Cookie."
"189","csrf","tokens","Tokens & Auth","Hashcod Variant 00189 - CSRF Token","XSRF","32 bytes → Base64URL","256 bits","OWASP","Anti-CSRF synchronizer token. One per session or per request."
"190","refresh","tokens","Tokens & Auth","Hashcod Variant 00190 - Refresh Token","OAUTH","64 bytes → Base64URL","512 bits","RFC 6749","Long-lived OAuth credential to mint new access tokens."
"191","totp","tokens","Tokens & Auth","Hashcod Variant 00191 - TOTP Secret","B32","20 bytes → Base32","160 bits","RFC 6238","Time-based OTP shared secret. Google Authenticator, Authy."
"192","hotp","tokens","Tokens & Auth","Hashcod Variant 00192 - HOTP Secret","B32","20 bytes → Base32","160 bits","RFC 4226","HMAC-based OTP. Counter-based, not time-based."
"193","webhook","tokens","Tokens & Auth","Hashcod Variant 00193 - Webhook Secret","WHK","32 bytes → Base64URL","256 bits","Custom","Shared secret to sign webhook payloads (Stripe-style HMAC)."
"194","recovery","tokens","Tokens & Auth","Hashcod Variant 00194 - Recovery Code","BKP","10 codes × 8 chars","~40 bits/code","Custom","2FA backup codes. Single-use, hashed at rest."
"195","invite","tokens","Tokens & Auth","Hashcod Variant 00195 - Invite Code","INV","12-char Base62","~71 bits","Custom","Single-use signup code. URL-friendly, human-typeable."
"196","license","tokens","Tokens & Auth","Hashcod Variant 00196 - License Key","LIC","XXXX-XXXX-XXXX-XXXX","~80 bits","Custom","Software license key, dashed format."
"197","serial","tokens","Tokens & Auth","Hashcod Variant 00197 - Serial Number","SN","XXXX-XXXX-XXXX","~60 bits","Custom","Product serial. Shorter than a license key."
"198","pin4","tokens","Tokens & Auth","Hashcod Variant 00198 - PIN-4","4D","4-digit numeric","~13 bits","Custom","4-digit PIN. Bank-card style."
"199","pin6","tokens","Tokens & Auth","Hashcod Variant 00199 - PIN-6","6D","6-digit numeric","~20 bits","Custom","6-digit PIN. SMS-OTP style."
"200","pin8","tokens","Tokens & Auth","Hashcod Variant 00200 - PIN-8","8D","8-digit numeric","~27 bits","Custom","8-digit PIN."
"201","pat","tokens","Tokens & Auth","Hashcod Variant 00201 - Personal Access Tok","PAT","pat_ + 40 byte hex","320 bits","Custom","GitHub/GitLab style developer access token."
"202","github_pat","tokens","Tokens & Auth","Hashcod Variant 00202 - GitHub-style PAT","GH","ghp_ + 36 alphanumeric","~214 bits","GitHub","GitHub fine-grained personal access token format."
"203","gitlab_pat","tokens","Tokens & Auth","Hashcod Variant 00203 - GitLab-style PAT","GL","glpat- + 20 chars","~119 bits","GitLab","GitLab personal access token format."
"204","slack_bot","tokens","Tokens & Auth","Hashcod Variant 00204 - Slack Bot Token","SLK","xoxb-...","~190 bits","Slack","Slack-style bot user OAuth token."
"205","stripe_sk","tokens","Tokens & Auth","Hashcod Variant 00205 - Stripe Secret Key","STR","sk_live_ + 24 chars","~143 bits","Stripe","Stripe-style live secret key."
"206","stripe_pk","tokens","Tokens & Auth","Hashcod Variant 00206 - Stripe Pub Key","STR","pk_live_ + 24 chars","~143 bits","Stripe","Stripe-style publishable key."
"207","sendgrid","tokens","Tokens & Auth","Hashcod Variant 00207 - SendGrid API Key","SG","SG. + 22 + . + 43 chars","~387 bits","SendGrid","SendGrid API key format."
"208","mailgun","tokens","Tokens & Auth","Hashcod Variant 00208 - Mailgun Key","MG","key- + 32 hex","128 bits","Mailgun","Mailgun API key."
"209","twilio","tokens","Tokens & Auth","Hashcod Variant 00209 - Twilio Auth Token","TW","32 hex","128 bits","Twilio","Twilio account auth token."
"210","aws_akid","tokens","Tokens & Auth","Hashcod Variant 00210 - AWS Access Key ID","AWS","AKIA + 16 alphanumeric","~95 bits","AWS IAM","AWS-style access key identifier."
"211","aws_secret","tokens","Tokens & Auth","Hashcod Variant 00211 - AWS Secret Key","AWS","40-char Base64-ish","~240 bits","AWS IAM","AWS-style secret access key."
"212","gcp_sa","tokens","Tokens & Auth","Hashcod Variant 00212 - GCP SA Key","GCP","40-byte hex","320 bits","GCP","Google Cloud service account key fingerprint."
"213","azure_sas","tokens","Tokens & Auth","Hashcod Variant 00213 - Azure SAS Token","AZ","sig= + Base64URL HMAC","256 bits","Azure","Azure shared access signature."
"214","do_pat","tokens","Tokens & Auth","Hashcod Variant 00214 - DigitalOcean PAT","DO","dop_v1_ + 64 hex","256 bits","DigitalOcean","DigitalOcean personal access token format."
"215","heroku","tokens","Tokens & Auth","Hashcod Variant 00215 - Heroku API Key","HRK","UUID v4","122 bits","Heroku","Heroku API key (UUID format)."
"216","firebase","tokens","Tokens & Auth","Hashcod Variant 00216 - Firebase Token","FB","164-char Base64URL","~983 bits","Firebase","Firebase ID token (mock JWT shape)."
"217","supabase","tokens","Tokens & Auth","Hashcod Variant 00217 - Supabase Anon Key","SUP","JWT-shaped 3 parts","~256 bits","Supabase","Supabase anonymous public key (JWT)."
"218","oauth_code","tokens","Tokens & Auth","Hashcod Variant 00218 - OAuth Auth Code","CODE","40-byte URL-safe","320 bits","RFC 6749","OAuth 2.0 short-lived authorization code."
"219","pkce_ver","tokens","Tokens & Auth","Hashcod Variant 00219 - PKCE Verifier","PKCE","43-128 char code verifier","~256 bits","RFC 7636","PKCE code_verifier value."
"220","pkce_chal","tokens","Tokens & Auth","Hashcod Variant 00220 - PKCE Challenge","PKCE","SHA256(verifier) → b64u","256 bits","RFC 7636","PKCE code_challenge S256 value."
"221","pkce_pair","tokens","Tokens & Auth","Hashcod Variant 00221 - PKCE Pair Real","S256","verifier + SHA-256 challenge","512 bits","RFC 7636","Real PKCE bundle: one verifier and its matching S256 code_challenge, generated with Web Crypto."
"222","magic_link","tokens","Tokens & Auth","Hashcod Variant 00222 - Magic Link Token","MAGIC","48-byte Base64URL","384 bits","Custom","Single-use sign-in link token."
"223","reset_pwd","tokens","Tokens & Auth","Hashcod Variant 00223 - Password Reset Tok","RST","32-byte Base64URL + ttl","256 bits","Custom","Password reset token with TTL."
"224","verify_email","tokens","Tokens & Auth","Hashcod Variant 00224 - Email Verify Token","VFY","32-byte URL-safe","256 bits","Custom","Email verification token."
"225","totp_uri","tokens","Tokens & Auth","Hashcod Variant 00225 - TOTP otpauth URI","OTP","otpauth://totp/...","160 bits","Google Auth","Provisioning URI for TOTP authenticators."
"226","webauthn","tokens","Tokens & Auth","Hashcod Variant 00226 - WebAuthn Cred ID","WAN","64 random bytes","512 bits","WebAuthn","WebAuthn credential identifier."
"227","fido_chal","tokens","Tokens & Auth","Hashcod Variant 00227 - FIDO Challenge","FIDO","32 random bytes b64u","256 bits","FIDO 2","FIDO/WebAuthn challenge bytes."
"228","apns_dev","tokens","Tokens & Auth","Hashcod Variant 00228 - APNs Device Token","APNS","64-char hex","256 bits","APNs","Apple Push Notification device token."
"229","fcm_token","tokens","Tokens & Auth","Hashcod Variant 00229 - FCM Reg Token","FCM","~152 char URL-safe","~256 bits","FCM","Firebase Cloud Messaging registration token."
"230","jwt_full","tokens","Tokens & Auth","Hashcod Variant 00230 - JWT HS256 Signed","JWT","WebCrypto HMAC-SHA-256","512 bits","RFC 7519","Full JWT with a real HS256 signature produced through SubtleCrypto HMAC."
"231","jwt_hs256_real","tokens","Tokens & Auth","Hashcod Variant 00231 - JWT Access Real","HS256","claims + real HMAC signature","512 bits","RFC 7519","Short-lived access token with iss/aud/sub/scope/iat/nbf/exp/jti and a real HS256 signature."
"232","paseto_v4","tokens","Tokens & Auth","Hashcod Variant 00232 - PASETO v4.local","PAS","v4.local. + b64","256 bits","PASETO","Platform-Agnostic Security Token v4 local."
"233","paseto_pub","tokens","Tokens & Auth","Hashcod Variant 00233 - PASETO v4.public","PAS","v4.public. + b64","256 bits","PASETO","PASETO v4 public (signed)."
"234","macaroon","tokens","Tokens & Auth","Hashcod Variant 00234 - Macaroon","MAC","Base64URL macaroon","256 bits","Macaroons","Decentralized auth credential with caveats."
"235","biscuit","tokens","Tokens & Auth","Hashcod Variant 00235 - Biscuit Token","BSC","Base64 biscuit","256 bits","Biscuit","Biscuit authorization token."
"236","sas_token","tokens","Tokens & Auth","Hashcod Variant 00236 - Generic SAS Token","SAS","sig=...&se=...&sr=...","256 bits","Custom","Generic shared access signature."
"237","ticket","tokens","Tokens & Auth","Hashcod Variant 00237 - Ticket Token","TKT","32-byte Base32","256 bits","Custom","Single-use ticket token, e.g. event entry."
"238","voucher","tokens","Tokens & Auth","Hashcod Variant 00238 - Voucher Code","VCH","XXXX-XXXX block format","~80 bits","Custom","Promo/discount voucher code."
"239","coupon","tokens","Tokens & Auth","Hashcod Variant 00239 - Coupon Code","CPN","8-char Base32 Crockford","~40 bits","Custom","Short marketing coupon code."
"240","gift_card","tokens","Tokens & Auth","Hashcod Variant 00240 - Gift Card Code","GFT","XXXX-XXXX-XXXX-XXXX","~80 bits","Custom","Gift card code, dashed format."
"241","tracking","tokens","Tokens & Auth","Hashcod Variant 00241 - Tracking ID","TRK","12-char alphanumeric","~71 bits","Custom","Order/package tracking identifier."
"242","order_no","tokens","Tokens & Auth","Hashcod Variant 00242 - Order Number","ORD","OCG-YYYYMMDD-XXXXX","~30 bits","Custom","Date-prefixed order number."
"243","tx_id","tokens","Tokens & Auth","Hashcod Variant 00243 - Transaction ID","TXN","32-char hex","128 bits","Custom","Generic transaction identifier."
"244","didkey","tokens","Tokens & Auth","Hashcod Variant 00244 - did:key","DID","did:key:z + base58btc","256 bits","W3C DID","Decentralized identifier, Ed25519-based."
"245","didweb","tokens","Tokens & Auth","Hashcod Variant 00245 - did:web","DID","did:web:domain:id","~71 bits","W3C DID","Web-resolvable decentralized identifier."
"246","vc_jwt","tokens","Tokens & Auth","Hashcod Variant 00246 - Verifiable Cred JWT","VC","eyJ... 3-part JWT","256 bits","W3C VC","W3C Verifiable Credential as JWT."
"247","btc_addr","tokens","Tokens & Auth","Hashcod Variant 00247 - BTC Address","BTC","bc1q... bech32","160 bits","BIP-173","Mock Bitcoin SegWit (bech32) address."
"248","eth_addr","tokens","Tokens & Auth","Hashcod Variant 00248 - ETH Address","ETH","0x + 40 hex","160 bits","EIP-55","Mock Ethereum address."
"249","sol_addr","tokens","Tokens & Auth","Hashcod Variant 00249 - Solana Address","SOL","Base58 32-byte","256 bits","Solana","Mock Solana account address."
"250","mnemonic12","tokens","Tokens & Auth","Hashcod Variant 00250 - Mnemonic (12w)","BIP39","12 BIP-39 words","128 bits","BIP-39","12-word HD wallet seed phrase."
"251","mnemonic24","tokens","Tokens & Auth","Hashcod Variant 00251 - Mnemonic (24w)","BIP39","24 BIP-39 words","256 bits","BIP-39","24-word HD wallet seed phrase."
"252","qr_secret","tokens","Tokens & Auth","Hashcod Variant 00252 - QR Auth Secret","QR","32-byte Base32 + URI","256 bits","Custom","Pairing secret for QR-based auth."
"253","one_time","tokens","Tokens & Auth","Hashcod Variant 00253 - One-time Use Token","OTU","32-byte Base64URL","256 bits","Custom","Single-use unguessable token."
"254","device_id","tokens","Tokens & Auth","Hashcod Variant 00254 - Device Token","DEV","UUIDv4 device id","122 bits","Custom","Persistent device identifier."
"255","install_id","tokens","Tokens & Auth","Hashcod Variant 00255 - Install ID","INST","UUIDv7 (sortable)","74 bits","Custom","Per-installation identifier."
"256","aead_token_envelope","tokens","Tokens & Auth","Hashcod Variant 00256 - AEAD Token Envelope","GCM","AES-256-GCM + AAD","256 bits","NIST SP 800-38D","Token payload encrypted with AES-GCM, 96-bit IV and associated data for authenticated token sealing."
